Ticker,Volatility,LastPrice,Beta
ALX,0.097527677,198.5299988,1.159663224
ALXO,0.307993697,5.869999886,3.662231827
ALYA,0.19574772,2,2.327559097
ALZN,0.34420474,0.520699978,4.092803097
AM,0.116579172,10.34000015,1.386197051
AMAL,0.138180743,21,1.643052834
AMAM,1.264527403,8.869999886,15.03599766
AMAO,0.015770625,10.27000046,0.187522298
AMAT,0.206500817,117.0400009,2.45541994
AMBA,0.255411009,80.44999695,3.036991789
AMBC,0.12714288,15.88000011,1.511805946
AMBO,0.640973399,0.294,7.621562413
AMBP,0.212832133,4.409999847,2.530703127
AMC,0.570286181,5.650000095,6.781048523
AMCI,0.102603397,9.91,1.220016606
AMCR,0.098740827,10.85000038,1.174088317
AMCX,0.403548569,19.45999908,4.798437207
AMD,0.249688975,84.02999878,2.968953332
AME,0.099317043,138.9400024,1.180939865
AMED,0.189199163,82.54000092,2.249692784
AMEH,0.284251735,36.25999832,3.379925511
AMG,0.116921732,152.2400055,1.390270301
AMGN,0.08655321,225.7899933,1.029170154
AMH,0.134989352,30.61000061,1.605105256
AMK,0.177055856,29.94000053,2.105301496
AMKR,0.211803402,25.97999954,2.518470897
AMLI,0.430848603,2.440000057,5.123051161
AMLX,0.250364501,33.15999985,2.976985743
AMN,0.19852295,89.83000183,2.36055827
AMNB,0.109300897,31.46999931,1.299653946
AMOT,0.22283541,39.36000061,2.649648162
AMOV,0.115703441,21.22999954,1.37578408
AMP,0.126576691,315.5799866,1.505073615
AMPE,0.580737277,0.300000012,6.90531839
AMPG,0.340083096,2.650000095,4.043794246
AMPH,0.174582125,35.36000061,2.075887342
AMPL,0.270680415,12.56999969,3.218554275
AMPS,0.28871441,7.050000191,3.432989416
AMPX,0.400605703,6.199999809,4.76344475
AMPY,0.311462551,9.710000038,3.703478603
AMR,0.201240581,174.3500061,2.392872544
AMRC,0.325704663,44.50999832,3.872825961
AMRK,0.224059305,27.89999962,2.664201012
AMRN,0.376017155,1.710000038,4.471071996
AMRS,0.457182191,1.129999995,5.436173494
AMRX,0.291010929,1.669999957,3.460296416
AMS,0.270048701,3.029999971,3.21104282
AMSC,0.380112847,5.360000134,4.519772261
AMSF,0.105575327,51.43000031,1.255354658
AMST,1.11149606,2.849999905,13.21636219
AMSWA,0.155486714,13.56000042,1.848831321
AMT,0.135294434,191.1999969,1.608732863
AMTB,0.161803349,25.43000031,1.923939936
AMTD,0.353717612,1.629999995,4.205916905
AMTI,1.063671705,0.57130003,12.64770161
AMTX,0.355758045,2.984999895,4.230178889
AMV,1.647040767,0.833299994,19.58431352
AMWD,0.219015757,53.70999908,2.604230168
AMWL,0.346737512,2.5,4.12291929
AMYT,0.739341664,14.56999969,8.791220739
AMZN,0.197799299,92.25,2.35195362
AN,0.20754994,141.0299988,2.467894648
ANAB,0.369978996,22.89999962,4.399274623
ANAC,0.006305199,10.19,0.074972637
ANDE,0.193754598,43.40999985,2.303859673
ANEB,0.540507445,3.25,6.426961293
ANET,0.16639219,148.6499939,1.97850404
ANF,0.213201409,27.03000069,2.535094039
ANGH,0.486619963,1.789999962,5.78620646
ANGI,0.33817958,2.359999895,4.021160283
ANGN,0.491447219,0.56279999,5.843605457
ANGO,0.221977332,11.39999962,2.639445087
ANIK,0.200650036,26.90999985,2.385850603
ANIP,0.201889721,43.16999817,2.400591209
ANIX,0.313615692,4.840000153,3.729080762
ANNX,0.395623922,4.730000019,4.70420835
ANPC,0.538457497,8.346199989,6.40258617
ANSS,0.181225459,300.2200012,2.154880611
ANTE,0.573086445,1.00999999,6.81434536
ANTX,0.383269415,9.109999657,4.557305771
ANVS,0.399971703,15.65999985,4.7559061
ANY,0.563308091,0.311699986,6.698074809
ANZU,0.023650087,9.93500042,0.281213873
AOGO,0.014347307,10.27000046,0.170598175
AOMR,0.346799013,7.309999943,4.123650571
AON,0.084577851,296.769989,1.005681936
AORT,0.225173005,12.30000019,2.677443576
AOS,0.193321656,67.43000031,2.298711721
AOSL,0.266590593,26.10000038,3.169923812
AOUT,0.190640099,10.26000023,2.266826382
AP,0.283160931,2.599999905,3.36695518
APA,0.217701535,37.00999832,2.588603273
APAC,0.015122164,10.48999977,0.179811701
APAM,0.148490081,31.44000053,1.765637106
APCX,1.2014013,1.74000001,14.28539001
APD,0.1159145,284.0799866,1.378293704
APDN,0.436533643,1.220000029,5.190649735
APEI,0.216089355,10.73999977,2.569433478
APEN,0.020338017,9.920000076,0.24183135
APG,0.145252979,22.71999931,1.727146005
APGB,0.012878786,10.19999981,0.153136572
APGN,1.181552195,0.839900017,14.04937211
APH,0.10602063,77.94999695,1.260649578
API,0.456074792,3.140000105,5.423005853
APLD,0.419138311,2.025000095,4.983808691
APLE,0.13053643,15.78999996,1.552157318
APLS,0.22515855,63.61000061,2.6772717
APLT,0.413265396,0.928499997,4.91397617
APM,0.632415691,2.809999943,7.51980608
APMI,0.02011866,10.14000034,0.239223069
APN,0.081415965,10.26000023,0.968085201
APO,0.165249833,67.37000275,1.964920725
APOG,0.133284013,44.97999954,1.584827743
APP,0.413005544,12.77999973,4.910886368
APPF,0.215838814,121.7900009,2.566454392
APPH,1.139207752,0.779999971,13.54587101
APPN,0.240187525,40.77999878,2.855975323
APPS,0.407497144,10.13000011,4.845388151
APRE,4.241923015,5.079999924,50.43903704
APRN,0.69608334,0.764800012,8.276853035
APT,0.079785113,4.070000172,0.948693373
APTM,0.009209263,10.18000031,0.109503723
APTO,0.326606957,0.559599996,3.883554778
APTV,0.151744228,113.4300003,1.804330896
APTX,1.305669248,0.149800003,15.52519914
APVO,0.461093979,1.99000001,5.482687025
APWC,0.305019008,1.480000019,3.62686097
APXI,0.01507015,10.5,0.179193219
APYX,0.362409003,2.730000019,4.309262819
AQB,0.470500639,0.653400004,5.594537921
AQMS,0.548006061,1.049999952,6.516124385
AQN,0.179141877,7.550000191,2.130105556
AQST,0.287949571,0.810000002,3.423895016
AQU,0.015537473,10.18000031,0.184749981
AQUA,0.201638564,47.83000183,2.397604806
AR,0.274484948,24.22999954,3.263792485
ARAV,0.477813359,1.879999995,5.681490595
ARAY,0.271663946,2.819999933,3.230249065
ARBE,0.686161297,3.549999952,8.158873925
ARBG,0.092301681,10.14999962,1.097522962
ARBK,1.134058214,1.350000024,13.48463989
ARC,0.237637762,3.25,2.825657097
ARCB,0.244705802,99.20999908,2.909700379
ARCC,0.109907902,18.45000076,1.306871609
ARCE,0.176455797,12.77000046,2.098166435
ARCH,0.214541385,154.5299988,2.55102717
ARCO,0.170668121,8.090000153,2.029347457
ARCT,0.30717211,15.13000011,3.652462667
ARDS,0.827926622,0.462799996,9.844549603
ARDX,0.486300118,3.819999933,5.782403302
ARE,0.140773693,138.8399963,1.673884578
AREB,0.469693685,0.177200004,5.584942748
AREC,0.387807843,1.465000033,4.611270431
AREN,0.458347338,5.579999924,5.450027799
ARES,0.154767639,79.93000031,1.840281083
ARGO,0.14816535,29.04999924,1.761775867
ARGX,0.127031134,341.4400024,1.510477219
ARHS,0.353359801,10.23999977,4.20166232
ARI,0.162751352,10.53999996,1.935212268
ARIS,0.287015974,10.43000031,3.412793988
ARIZ,0.013759725,10.30000019,0.163611469
ARKO,0.131963064,8.850000381,1.569120854
ARKR,0.176324701,19.70000076,2.096607626
ARL,0.281433864,25.85000038,3.346419308
ARLO,0.478597207,5.960000038,5.690811026
ARMK,0.141906108,35.84999847,1.687349675
ARMP,0.768773924,2.089999914,9.141188162
ARNC,0.268780517,26.69000053,3.195963346
AROC,0.171947159,10.77000046,2.044555999
AROW,0.095069168,28.12000084,1.130430064
ARQQ,0.805612952,1.220000029,9.579226538
ARQT,0.251810438,12.72999954,2.994178814
ARR,0.136404329,5.230000019,1.621930189
ARRW,0.008312548,10.18999958,0.098841232
ARRY,0.344238867,20.67000008,4.09320888
ARTE,0.010104653,10.32999992,0.120150455
ARTL,0.220649053,2.680000067,2.623651047
ARTNA,0.151045149,54.18999863,1.79601842
ARTW,0.222365524,2.059999943,2.644060928
ARVL,0.956094597,0.210099995,11.36854456
ARVN,0.321116603,28.75,3.818271137
ARW,0.151686664,117.0100021,1.803646423
ARWR,0.360719131,27.72999954,4.28916922
ARYD,0.011432499,10.30000019,0.13593935
ARYE,0.023759575,10.19400024,0.282515755
ASA,0.142170775,14.09000015,1.690496729
ASAI,0.18976881,17.34000015,2.256466225
ASAN,0.387436207,21.17000008,4.606851455
ASAP,0.749407981,0.294999987,8.910915356
ASB,0.136842867,20.57999992,1.627144674
ASC,0.263225231,17.75,3.129907617
ASCA,0.041496374,10.39999962,0.493417047
ASGN,0.155140156,85.05999756,1.844710534
ASH,0.106755226,99.83000183,1.269384378
ASIX,0.171723945,37.97000122,2.04190184
ASLE,0.1860072,17.12000084,2.211738408
ASLN,0.546642692,0.672900021,6.4999131
ASM,0.219793785,0.660000026,2.613481386
ASMB,0.303318546,1.320000052,3.606641448
ASML,0.187503396,604.7399902,2.229529084
ASND,0.22003784,108.7900009,2.616383352
ASNS,0.584406325,0.499799997,6.948945606
ASO,0.163452124,61.00999832,1.94354488
ASPA,0.02335262,10.47999954,0.27767681
ASPI,0.423158476,1.629999995,5.031610898
ASPN,0.356601351,9.109999657,4.240206313
ASPS,0.509065753,5.630000114,6.053100512
ASPU,0.637877705,0.178399995,7.584752733
ASR,0.131873447,300.9599915,1.568055258
ASRT,0.324564044,6.659999847,3.8592633
ASRV,0.072008064,3.99000001,0.856219545
ASTC,0.209803653,12.25,2.494692663
ASTE,0.228610278,44.54000092,2.718314844
ASTI,0.484351869,0.435000002,5.75923744
ASTL,0.2347528,8.239999771,2.791353149
ASTR,0.402413868,0.448900014,4.784944918
ASTS,0.383627406,6.400000095,4.561562501
ASUR,0.337325447,14.13000011,4.011004121
ASX,0.145023277,7.320000172,1.724414712
ASXC,0.579887475,0.635399997,6.895213728
ASYS,0.295866837,9.529999733,3.518036114
ATAI,0.491444344,1.375,5.843571277
ATAQ,0.033619682,10.05000019,0.399758405
ATAT,0.524342461,24.01000023,6.234749838
ATCO,0.0279853,15.38000011,0.332762188
ATCX,0.839217658,12.15999985,9.978806878
ATEC,0.211698951,15.72000027,2.517228908
ATEK,0.028632714,10.21000004,0.340460336
ATEN,0.163685504,14.89999962,1.946319902
ATER,0.485425345,1.039999962,5.772001719
ATEX,0.199887808,29.14999962,2.376787248
ATGE,0.188327214,38.61000061,2.239324781
ATHA,0.302203216,2.769999981,3.593379495
ATHE,0.331779172,3.210000038,3.945055548
ATHM,0.223024233,29.78000069,2.651893379
ATHX,0.539821455,1.600000024,6.418804456
ATI,0.171697103,40.40999985,2.041582671
ATIF,0.281070343,2.480000019,3.342096831
ATIP,0.531266997,0.306699991,6.317086764
ATKR,0.210382652,146.0700073,2.501577309
ATLC,0.314305912,28.57999992,3.737287895
ATLO,0.050536198,23.40999985,0.600906039
ATLX,0.909196815,16.73999977,10.81090149
ATNF,1.328629738,2.644599915,15.79821329
ATNI,0.238866689,40.68999863,2.840269784
ATNM,0.455495491,9.25,5.416117611
ATNX,0.611847038,2.24000001,7.275232322
ATO,0.094320796,110.5299988,1.121531468
ATOM,0.401201827,5.860000134,4.77053302
ATOS,0.379701734,0.704999983,4.514883881
ATR,0.100790842,114.5699997,1.198464238
ATRA,0.406281777,3.119999886,4.830936711
ATRC,0.206181623,37.45999908,2.451624534
ATRI,0.249767114,606.1400146,2.969882454
ATRO,0.404080094,13.51000023,4.804757355
ATSG,0.263689297,21.19000053,3.135425649
ATTO,0.564877632,1.940000057,6.716737595
ATUS,0.311597615,3.809999943,3.705084602
ATVI,0.114361843,78.37000275,1.359831669
ATXG,0.570193236,1.110100031,6.779943358
ATXI,0.674884654,1.220000029,8.024787796
ATXS,0.33986656,13.01000023,4.041219496
ATY,0.228596996,1.629999995,2.718156914
AU,0.183775775,16.87000084,2.185205405
AUB,0.142089461,36.36000061,1.689529856
AUBN,0.14647905,23.93000031,1.741724731
AUD,0.46207269,0.155100003,5.494324499
AUDC,0.165810459,15.68999958,1.971586911
AUGX,0.374295653,1.629999995,4.450602299
AUID,0.756953592,0.400000006,9.000637246
AULT,0.556711415,0.099399999,6.61963633
AUMN,0.295152313,0.207399994,3.509539989
AUPH,0.460897972,9.529999733,5.480356387
AUR,0.415347896,1.360000014,4.938738361
AURA,0.263352143,10,3.131416682
AURC,0.026829398,10.21000004,0.319017807
AUST,0.369825531,0.899999976,4.39744983
AUTL,0.341674114,1.99000001,4.062712412
AUUD,0.384125219,1.090000033,4.567481792
AUVI,0.619713729,0.907500029,7.36877204
AUY,0.134601713,5.139999866,1.600495988
AVA,0.110376127,41.09999847,1.312439085
AVAC,0.020468477,10.39000034,0.243382609
AVAH,0.491674762,1.399999976,5.846311086
AVAV,0.17887437,91.47000122,2.126924727
AVB,0.123130072,170.9799957,1.464091225
AVCT,1.55021425,0.25060001,18.43298751
AVD,0.121072058,20.45000076,1.439620194
AVDL,0.315157876,9.229999542,3.747418264
AVDX,0.2598099,8.649999619,3.089297265
AVEO,0.005399774,15,0.064206582
AVGO,0.13362904,622.5200195,1.588930323
AVGR,0.278865076,1.00999999,3.315874868
AVHI,0.072763219,10.69999981,0.865198802
AVID,0.160440465,29.02000046,1.90773442
AVIR,0.243679498,3.410000086,2.897496998
AVNS,0.12342698,28.12999916,1.467621637
AVNT,0.195512645,40.93999863,2.324763914
AVNW,0.22835154,36.29999924,2.71523829
AVO,0.215985028,10.71000004,2.568192958
AVPT,0.174866885,4.989999771,2.079273304
AVRO,0.75581865,1.360000014,8.987142088
AVT,0.096304434,43.84000015,1.145118127
AVTE,0.334400004,22.37999916,3.97621884
AVTR,0.172461613,22.45999908,2.050673163
AVTX,0.385788977,2.420000076,4.58726489
AVXL,0.256709526,9.680000305,3.052431935
AVY,0.120185203,175,1.429074951
AVYA,3.093548324,0.0038,36.78416556
AWH,0.583842818,0.418900013,6.942245165
AWI,0.124661006,73,1.482294956
AWK,0.104302187,135.8699951,1.24021626
AWR,0.118341035,85.77999878,1.407146669
AWRE,0.222903997,1.730000019,2.650463703
AWX,0.245552324,2.99000001,2.919766042
AX,0.23666847,40.93999863,2.814131634
AXAC,0.02967501,10.39000034,0.352853859
AXDX,0.500387344,0.5,5.949908965
AXGN,0.28538191,7.880000114,3.393363977
AXL,0.257148583,8.609999657,3.057652595
AXLA,1.718231359,0.519999981,20.43081283
AXNX,0.231259167,54.58000183,2.74981174
AXON,0.162627528,217.8899994,1.933739932
AXP,0.149872172,172.1199951,1.782071008
AXR,0.187372608,12.94999981,2.227973935
AXS,0.114130934,57.09999847,1.357086021
AXSM,0.232413473,61.97000122,2.763537134
AXTA,0.149608527,30.03000069,1.778936113
AXTI,0.324663484,3.869999886,3.860445708
AY,0.154300316,28.17000008,1.83472433
AYI,0.111494016,198.0700073,1.325731468
AYLA,0.336683457,0.5339,4.003370481
AYRO,0.435905351,0.535600007,5.183178965
AYTU,0.318256054,2.299999952,3.784257478
AYX,0.216392913,60.91999817,2.573042958
AZ,0.491278403,1.610000014,5.841598131
AZEK,0.206176147,23.05999947,2.451559416
AZN,0.103577557,64.09999847,1.231599962
AZO,0.107635999,2422.189941,1.279857301
AZPN,0.132959702,218.1999969,1.580971492
AZRE,0.387082659,2.75,4.602647549
AZTA,0.247694764,42.13000107,2.945240949
AZYO,0.321746934,4.110000134,3.825766154
AZZ,0.173651101,41.75,2.064816892
B,0.11526764,40.18000031,1.37060214
BA,0.145792578,201.2400055,1.733562162
BABA,0.23158411,83.37000275,2.753675503
BAC,0.111615741,30.54000092,1.327178848
BACA,0.018912615,10.14999962,0.224882458
BACK,0.4830458,0.197999999,5.743707491
BAFN,0.137306837,17.67000008,1.632661555
BAH,0.106204522,91.51000214,1.262836174
BAK,0.223387356,7.900000095,2.656211125
